IDEP 2023;;;;;;;;IDEP;;METAS;
Cod_Esc;Escola;Diretoria;Distrito;NSE;Grupo;ICG;Faixa;IDEP_INICIAL;IDEP_FINAL;IDEP_INICIAL;IDEP_FINAL
19399;EMEF JANUARIO MANTELLI NETO, DEP.;PENHA;ERMELINO MATAR;49,17582052;1;3;1;5,3;4,8;4,9;4,5
19402;EMEF ZILKA SALABERRY DE CARVALHO;FREGUESIA/BRASILANDIA;CACHOEIRINHA;51,28555909;2;6;4;5,4;4,8;4,5;4,0
19408;EMEF PARQUE BOA ESPERANCA II;SAO MATEUS;IGUATEMI;48,37516674;1;3;1;4,9;4,8;4,8;4,2
19413;EMEF ELIANE BENUTE LESSA AYRES GONCALVES, PROFESSORA- NANY BENUTE;PIRITUBA;JARAGUA;50,00459818;2;3;3;4,6;4,8;4,6;3,8
19425;EMEF MARTIN LUTHER KING JR;SAO MATEUS;IGUATEMI;50,24303763;2;3;3;4,7;4,8;4,9;3,8
19476;EMEF MARIA APARECIDA DO NASCIMENTO, PROFA.;GUAIANASES;CIDADE TIRADEN;52,33652659;3;3;5;5,1;4,8;4,3;3,7
19506;EMEF MILTON PEREIRA COSTA;SAO MIGUEL;VILA JACUI;51,58950154;2;3;3;4,5;4,8;4,5;4,5
19615;EMEF DIRCE GENESIO DOS SANTOS, PROFA;SAO MATEUS;IGUATEMI;50,9522738;2;3;3;4,6;4,8;4,9;4,9
92746;EMEF ALIPIO ANDRADA SERPA, TTE.;BUTANTA;RAPOSO TAVARES;50,6572949;2;3;3;4,6;4,8;4,8;4,5
93092;EMEF FAGUNDES VARELLA;CAMPO LIMPO;CAMPO LIMPO;48,4465311;1;5;2;5;4,8;4,2;4,0
93378;EMEF MANOEL DE ABREU, DR.;CAPELA DO SOCORRO;GRAJAU;47,56825751;1;6;2;4,4;4,8;4,1;3,6
93386;EMEF JOAQUIM BENTO ALVES DE LIMA NETO;CAPELA DO SOCORRO;GRAJAU;52,81864304;3;3;5;4;4,8;4,4;4,2
93599;EMEF JOSE MARIA WHITAKER;SAO MATEUS;SAO MATEUS;50,09501366;2;6;4;4,2;4,8;4,5;4,1
94102;EMEF FRANCISCO DE MONT' ALVERNE, FREI;PENHA;PONTE RASA;49,98230106;2;3;3;5,2;4,8;4,9;4,1
94226;EMEF RAUL FERNANDES, EMB.;FREGUESIA/BRASILANDIA;BRASILANDIA;49,47861056;2;3;3;4,7;4,8;4,3;4,0
94439;EMEF LEOPOLDINA, IMP.;PIRITUBA;PIRITUBA;51,37234312;2;6;4;4,5;4,8;4,3;3,5
94528;EMEF HENRIQUE GEISEL, GEN.;PIRITUBA;SAO DOMINGOS;51,09084515;2;3;3;4,4;4,8;4,6;3,8
94692;EMEF MARCILIO DIAS;FREGUESIA/BRASILANDIA;CACHOEIRINHA;50,10020376;2;3;3;4,6;4,8;4,2;4,7
94714;EMEF NOE AZEVEDO, PROF;JACANA/TREMEMBE;TREMEMBE;50,47713497;2;3;3;4,4;4,8;4,5;4,2
94846;EMEF TAMANDARE, ALM.;JACANA/TREMEMBE;VILA MARIA;47,49264401;1;3;1;5,3;4,8;4,8;3,9
94994;EMEF OLAVO FONTOURA;IPIRANGA;SACOMA;51,57675025;2;6;4;4,7;4,8;4,5;4,2
95265;EMEF ARMANDO ARRUDA PEREIRA;SANTO AMARO;JABAQUARA;49,35173336;1;3;1;5,3;4,8;4,8;4,0
95613;EMEF PAULO DUARTE;SAO MATEUS;SAPOPEMBA;50,79484136;2;3;3;4,6;4,8;5,0;4,3
99325;EMEF BENEDITO MONTENEGRO, PROF.;SAO MATEUS;IGUATEMI;48,27442919;1;3;1;4,3;4,8;4,0;4,3
99686;EMEF RICARDO VITIELLO, PROF.;CAMPO LIMPO;CAPAO REDONDO;50,43250401;2;3;3;5,4;4,8;4,6;4,4
99792;EMEF FORTE DOS REIS MAGOS;SAO MATEUS;SAO RAFAEL;55,28064188;3;3;5;4,1;4,8;4,6;3,8
485;EMEF ASSAD ABDALA;PENHA;VILA MATILDE;51,65302739;2;3;3;4,8;4,9;4,9;4,9
15130;EMEF JULIO CESAR DE MELO E SOUSA-MALBA TAHAN, PROF;ITAQUERA;ITAQUERA;51,23906833;2;3;3;4,8;4,9;4,4;4,4
19208;EMEF LUIZ ROBERTO MEGA, PROF.;GUAIANASES;CIDADE TIRADEN;51,15923288;2;3;3;5,1;4,9;3,7;3,5
19244;EMEF GIUSEPPE TAVOLARO, PROF;SAO MATEUS;SAPOPEMBA;50,31887949;2;3;3;5,1;4,9;5,6;4,7
19291;EMEF VARGEM GRANDE;CAPELA DO SOCORRO;PARELHEIROS;49,79372159;2;6;4;4,7;4,9;NA;3,6
19335;CEU EMEF FEITICO DA VILA;CAMPO LIMPO;CAPAO REDONDO;50,46240009;2;3;3;4,6;4,9;4,2;3,5
19348;EMEF GIANFRANCESCO GUARNIERI;CAMPO LIMPO;CAPAO REDONDO;49,12717776;1;3;1;4,4;4,9;4,4;4,2
19427;EMEF HERCILIA DE CAMPOS COSTA;IPIRANGA;SACOMA;50,49814277;2;3;3;4,8;4,9;4,5;3,8
19437;EMEF DIAS GOMES;GUAIANASES;LAJEADO;48,74487265;1;5;2;4,8;4,9;4,4;4,1
19503;EMEF TEREZA SETUKO KOSHIMAE HATORI, PROFA.;SAO MIGUEL;VILA CURUCA;47,13255419;1;3;1;4,3;4,9;3,9;3,3
19505;EMEF JOSE MARIO PIRES AZANHA, PROF.;SAO MIGUEL;SAO MIGUEL;51,57081736;2;3;3;4,4;4,9;4,5;3,9
19507;EMEF PEDRO FUKUYEI YAMAGUCHI FERREIRA;SAO MIGUEL;VILA JACUI;50,18717374;2;3;3;5,1;4,9;4,9;3,8
93068;EMEF ZULMIRA CAVALHEIRO FAUSTINO;CAMPO LIMPO;CAMPO LIMPO;49,39953996;2;5;4;4,8;4,9;4,5;3,5
93301;EMEF HEITOR DE ANDRADE;CAPELA DO SOCORRO;SOCORRO;51,25831532;2;3;3;4,9;4,9;4,9;5,1
93475;EMEF AYRES MARTINS TORRES;ITAQUERA;ITAQUERA;51,16984086;2;3;3;4,7;4,9;4,8;4,2
93823;EMEF HENRIQUE FELIPE DA COSTA - HENRICAO;SAO MIGUEL;VILA CURUCA;50,35568743;2;3;3;5,4;4,9;4,8;4,1
93840;EMEF NEWTON REIS, GEN.;SAO MIGUEL;VILA CURUCA;51,02958715;2;3;3;4,9;4,9;4,8;4,6
93858;EMEF MARIA IMILDA DO SANTISSIMO SACRAMENTO, ME.;SAO MIGUEL;VILA CURUCA;52,23034567;3;3;5;4,6;4,9;4,4;4,3
93921;EMEF EZEQUIEL RAMOS JUNIOR;SAO MIGUEL;ITAIM PAULISTA;51,88643648;3;6;6;4,9;4,9;4,8;4,5
94021;EMEF CAIRU, VISC. DE;PENHA;VILA MATILDE;51,84762742;3;3;5;5,4;4,9;4,8;4,2
94161;EMEF NILO PECANHA, PRES.;FREGUESIA/BRASILANDIA;FREGUESIA DO O;51,4860406;2;3;3;4,4;4,9;4,5;4,1
94251;EMEF SEBASTIAO NOGUEIRA DE LIMA, DES.;FREGUESIA/BRASILANDIA;BRASILANDIA;49,44118143;2;6;4;4,9;4,9;4,5;3,9
94595;EMEF SILVIO PORTUGAL, DES.;PIRITUBA;PIRITUBA;55,15235253;3;5;6;4,8;4,9;4,2;3,8
94986;EMEF SYLVIA MARTIN PIRES, PROFA.;IPIRANGA;SACOMA;52,10827998;3;3;5;4,9;4,9;4,6;4,6
95087;EMEF SILVIO FLEMING, MJ.;PENHA;AGUA RASA;51,35305993;2;3;3;5,4;4,9;5,4;5,2
95133;EMEF JOAO NAOKI SUMITA, DR.;ITAQUERA;ARICANDUVA;49,95822371;2;3;3;4,3;4,9;4,4;4,2
95311;EMEF JEAN MERMOZ;IPIRANGA;SAUDE;53,39917169;3;3;5;6,3;4,9;5,2;4,8
95346;EMEF QUEIROZ FILHO, PROF.;IPIRANGA;VILA PRUDENTE;50,60598733;2;5;4;4,9;4,9;4,6;4,7
95401;EMEF PRUDENTE DE MORAIS, PRES.;IPIRANGA;SAO LUCAS;51,37325834;2;3;3;4,9;4,9;4,5;3,9
95559;EMEF CLAUDIO MANOEL DA COSTA;SAO MATEUS;SAO RAFAEL;55,46413744;3;3;5;4,7;4,9;4,6;4,1
95583;EMEF GREGORIO WESTRUPP, PE.;SAO MATEUS;SAPOPEMBA;49,95979785;2;3;3;4,8;4,9;4,9;4,4
97713;EMEF JOSE PEDRO LEITE CORDEIRO, DR.;SAO MIGUEL;ITAIM PAULISTA;48,15170898;1;6;2;4,9;4,9;4,4;3,8
99660;EMEF AMELIA, IMP. DA.;SAO MATEUS;SAO MATEUS;50,7482786;2;3;3;5,4;4,9;4,8;4,8
19313;CEU EMEF MANOEL VIEIRA DE QUEIROZ FILHO;CAPELA DO SOCORRO;PARELHEIROS;49,31886635;1;6;2;4,9;5,0;4,4;3,9
19367;CEU EMEF TRES PONTES;SAO MIGUEL;JARDIM HELENA;48,11300477;1;3;1;4,6;5,0;4,3;4,2
19406;EMEF CONSTELACAO DO INDIO;CAPELA DO SOCORRO;GRAJAU;50,9958755;2;3;3;5,1;5,0;4,4;4,3
19420;EMEF MARIA LUCIA DOS SANTOS, PROFA.;SANTO AMARO;CIDADE ADEMAR;49,16013707;1;3;1;4,6;5,0;3,8;4,1
19426;EMEF MARISA MORETTI CAMARA, PROFA.;SAO MIGUEL;VILA CURUCA;49,08885072;1;3;1;4,9;5,0;4,8;3,9
19449;EMEF JURANDI GOMES DE ARAUJO, PROF.;SAO MIGUEL;ITAIM PAULISTA;49,88619956;2;3;3;4,8;5,0;4,6;4,4
19458;EMEF MARIA APARECIDA RODRIGUES CINTRA, PROFA.;FREGUESIA/BRASILANDIA;FREGUESIA DO O;52,61509161;3;3;5;4,7;5,0;4,5;4,2
19631;EMEF NILCE CRUZ FIGUEIREDO, PROFA.;JACANA/TREMEMBE;MANDAQUI;50,84722835;2;3;3;4,7;5,0;4,8;3,9
92878;EMEF CAROLINA RENNO RIBEIRO DE OLIVEIRA, PROFA.;CAMPO LIMPO;JARDIM ANGELA;49,93484932;2;5;4;4,9;5,0;4,5;4,4
93017;EMEF ADHEMAR DE BARROS, PREF.;CAMPO LIMPO;CAMPO LIMPO;51,73441921;3;3;5;4,6;5,0;4,4;4,4
93190;EMEF CARLOS DE ANDRADE RIZZINI;SANTO AMARO;SANTO AMARO;51,16686651;2;3;3;4,7;5,0;5,1;4,7
93220;EMEF ANTONIO CARLOS DE ABREU SODRE, DR.;SANTO AMARO;CAMPO GRANDE;52,06484632;3;3;5;5,2;5,0;5,2;4,8
93343;EMEF OLEGARIO MARIANO;CAPELA DO SOCORRO;CIDADE DUTRA;49,77525081;2;6;4;4,5;5,0;4,4;4,4
93351;EMEF MILTON FERREIRA DE ALBUQUERQUE, PROF.;CAPELA DO SOCORRO;CIDADE DUTRA;49,57418403;2;3;3;5;5,0;4,6;4,6
93483;EMEF HAROLDO VELOSO, BRIG.;ITAQUERA;ITAQUERA;50,87398616;2;3;3;4,3;5,0;4,2;3,7
94897;EMEF OCTAVIO PEREIRA LOPES;JACANA/TREMEMBE;JACANA;50,49148715;2;6;4;4,9;5,0;4,5;3,7
94943;EMEF RODRIGUES ALVES;JACANA/TREMEMBE;TUCURUVI;51,50615537;2;3;3;4,6;5,0;4,8;4,0
95061;EMEF FRANCISCO MEIRELLES, DES.;IPIRANGA;IPIRANGA;48,62627244;1;5;2;4,3;5,0;5,1;3,7
95192;EMEF GUIMARAES ROSA;ITAQUERA;CARRAO;51,31128393;2;3;3;5,3;5,0;4,0;3,3
95460;EMEF EMILIO RIBAS;SAO MATEUS;SAPOPEMBA;50,55169386;2;3;3;4,6;5,0;5,0;4,6
95516;EMEF HERALDO BARBUY;SAO MATEUS;SAPOPEMBA;49,94489411;2;3;3;4,1;5,0;4,4;4,5
418;EMEF JOAO DE SOUZA FERRAZ, PROF.;SANTO AMARO;CAMPO GRANDE;51,66598627;2;3;3;5,2;5,1;5,3;4,8
892;EMEF HENRIQUE SOUZA FILHO - HENFIL;SAO MATEUS;IGUATEMI;52,69143168;3;3;5;5,2;5,1;5,2;4,9
10421;EMEF CYRO ALBUQUERQUE, DEP.;CAMPO LIMPO;CAPAO REDONDO;52,65822036;3;3;5;5,2;5,1;4,6;4,5
18210;EMEFM DARCY RIBEIRO;SAO MIGUEL;SAO MIGUEL;53,86446057;3;4;6;5,2;5,1;4,9;5,1
19229;EMEF JOSUE DE CASTRO, PROF;PIRITUBA;JAGUARA;51,58187029;2;3;3;4,8;5,1;4,6;4,0
19333;CEU EMEF NAZARE NERI LIMA, PROFA;GUAIANASES;CIDADE TIRADENTES; - ;-; - ;-;4,7;5,1;4,5;4,0
19333;CEU EMEF NAZARE NERI LIMA, PROFA;GUAIANASES;CIDADE TIRADENTES;50,73048678;2;6;4;4,7;5,1;4,5;4,0
19369;CEU EMEF LAJEADO;GUAIANASES;LAJEADO;48,49402649;1;3;1;4,6;5,1;4,3;4,5
19372;EMEF CHACARA SONHO AZUL;CAMPO LIMPO;JARDIM ANGELA;47,26992154;1;3;1;4,2;5,1;4,0;4,1
19385;CEU EMEF MARA CRISTINA TARTAGLIA SENA, PROFA.;IPIRANGA;SACOMA;49,73239423;2;3;3;4,6;5,1;4,4;3,7
19396;EMEF SERAFIN MARTINEZ GUTIERREZ, PE.;PENHA;ARTUR ALVIM;52,25169232;3;3;5;6,1;5,1;5,7;4,8
19569;EMEF ROBERTO PLINIO COLACIOPPO, PROF.;IPIRANGA;SACOMA;52,45226959;3;3;5;5,2;5,1;4,8;4,5
93041;EMEF LEONARDO VILLAS BOAS;CAMPO LIMPO;CAMPO LIMPO;54,56140554;3;6;6;5,1;5,1;4,6;4,2
93122;EMEF JOSE MARIA PINTO DUARTE, TTE.;PIRITUBA;PERDIZES;52,37182706;3;3;5;5,6;5,1;5,5;4,7
93157;EMEF CHIQUINHA RODRIGUES;SANTO AMARO;CAMPO BELO;52,43846292;3;3;5;3,9;5,1;4,8;4,1
93271;EMEF TIRADENTES, ALF.;SANTO AMARO;CIDADE ADEMAR;49,87386832;2;3;3;4,1;5,1;4,5;3,8
93327;EMEF AFRANIO DE MELLO FRANCO, DR.;CAPELA DO SOCORRO;CIDADE DUTRA;49,62895066;2;3;3;4,5;5,1;4,6;4,4
93441;EMEF CARLOS CHAGAS;ITAQUERA;CIDADE LIDER;52,10583986;3;6;6;5,2;5,1;4,8;4,3
93874;EMEF JOSE AMERICO DE ALMEIDA;SAO MIGUEL;JARDIM HELENA;48,78989672;1;3;1;4,4;5,1;5,0;4,0
93963;EMEF JOAO PINHEIRO, PRES.;PENHA;VILA MATILDE;53,28765987;3;5;6;5,9;5,1;4,9;5,1
94013;EMEF JOSE BONIFACIO;PENHA;VILA MATILDE;52,41621046;3;3;5;5,5;5,1;4,8;5,1
94081;EMEF HENRIQUE PEGADO, PROF.;PENHA;CANGAIBA;49,34597064;1;3;1;4,4;5,1;4,6;4,6
94480;EMEF JULIO DE OLIVEIRA;PIRITUBA;PERUS;51,74800555;3;3;5;4,9;5,1;5,4;4,7
95419;EMEF MASCARENHAS DE MORAES, MAL.;IPIRANGA;SAO LUCAS;52,69444919;3;3;5;5,7;5,1;5,3;5,1
99104;EMEF DEZOITO DO FORTE;CAMPO LIMPO;JARDIM ANGELA;49,50293705;2;3;3;5,3;5,1;4,8;4,5
99121;CEU EMEF DOMINGOS RUBINO, PROF.;SAO MATEUS;SAPOPEMBA;51,18916287;2;3;3;5,1;5,1;5,1;4,4
281;EMEF VERA LUCIA FUSCO BORBA, PROFA.;CAMPO LIMPO;CAMPO LIMPO;50,91742803;2;3;3;5;5,2;4,9;4,8
17272;EMEFM GUIOMAR CABRAL;PIRITUBA;PIRITUBA;51,97933003;3;4;6;5,5;5,2;5,3;4,5
19215;EMEF REMO RINALDI NADDEO, PROF.;PIRITUBA;ANHANGUERA;50,01063057;2;3;3;5,3;5,2;5,3;4,7
19226;CEU EMEF MARIA CLARA MACHADO;SAO MIGUEL;ITAIM PAULISTA;49,9838627;2;5;4;5,5;5,2;4,6;4,2
19247;EMEF TEREZINHA MOTA DE FIGUEIREDO;CAMPO LIMPO;CAPAO REDONDO;50,92273625;2;3;3;4,8;5,2;4,8;4,6
19404;EMEF NEUZA AVELINO DA SILVA MELO;SAO MIGUEL;VILA JACUI;49,0447811;1;3;1;4,8;5,2;5,1;4,1
19691;EMEF MARIO COVAS, GOV.;ITAQUERA;JOSE BONIFACIO;49,03079123;1;3;1;5,3;5,2;5,0;4,1
92622;EMEF ARLINDO CAETANO FILHO, PROF.;SAO MATEUS;SAPOPEMBA;47,03936489;1;3;1;4,5;5,2;4,2;3,8
93424;EMEF MIGUEL VIEIRA FERREIRA, DR.;CAPELA DO SOCORRO;CIDADE DUTRA;51,31754964;2;5;4;4,7;5,2;5,1;4,3
93670;EMEF AMADEU AMARAL;PENHA;PONTE RASA;52,6859816;3;3;5;5,3;5,2;5,4;4,2
93688;EMEF PEDRO ALEIXO, DR.;SAO MIGUEL;VILA JACUI;51,12809811;2;3;3;5,6;5,2;5,0;4,9
93700;EMEF RAUL PILLA;SAO MIGUEL;VILA JACUI;48,41369869;1;3;1;5,2;5,2;4,6;4,0
94072;EMEF WANNY SALGADO ROCHA, PROFA;PENHA;PONTE RASA;47,46833434;1;5;2;4,4;5,2;4,1;3,1
94099;EMEF JUAREZ TAVORA, MAL.;PENHA;PONTE RASA;51,03711712;2;3;3;5,3;5,2;4,8;4,1
94412;EMEF GABRIEL PRESTES, PROF.;PIRITUBA;PIRITUBA;51,87553698;3;3;5;5,4;5,2;4,4;3,8
94498;EMEF CANDIDO PORTINARI;PIRITUBA;PERUS;50,36864586;2;5;4;5,4;5,2;4,6;4,1
94676;EMEF ADOLPHO OTTO DE LAET, PROF.;JACANA/TREMEMBE;SANTANA;52,05394713;3;3;5;4,6;5,2;4,3;4,5
94790;EMEF HELENA LOMBARDI BRAGA, PROFA.;JACANA/TREMEMBE;VILA GUILHERME;51,8782776;3;3;5;5,2;5,2;5,0;6,1
94960;EMEF JOSE MARIA LISBOA;IPIRANGA;CURSINO;54,58860189;3;3;5;5;5,2;5,1;4,1
95001;EMEF JOAQUIM NABUCO;IPIRANGA;SACOMA;49,98801439;2;3;3;4,6;5,2;4,8;4,0
99236;EMEF MODESTO SCAGLIUSI;CAMPO LIMPO;CAMPO LIMPO;52,85053034;3;5;6;4,4;5,2;4,9;3,8
19218;EMEF JARDIM MONTE BELO;PIRITUBA;ANHANGUERA;50,18082366;2;5;4;4,5;5,3;4,9;4,7
19314;EMEF PHILO GONCALVES DOS SANTOS, PROFA;PIRITUBA;PERUS;49,69402498;2;3;3;5,3;5,3;5,0;3,9
19366;CEU EMEF TATIANA BELINKY;SAO MATEUS;SAPOPEMBA;51,91412848;3;3;5;5;5,3;4,8;4,5
19418;EMEF ALEX MARTINS COSTA, PROF, MAESTRO;PENHA;PONTE RASA;50,58172355;2;3;3;5,7;5,3;5,2;4,1
93131;EMEF MARIA ANTONIETA D'ALKIMIN BASTO, PROFA.;BUTANTA;ITAIM BIBI;53,64642091;3;3;5;5,8;5,3;5,3;5,2
94153;EMEF ARTHUR AZEVEDO;PENHA;TATUAPE;49,3585487;1;5;2;4,6;5,3;5,0;4,2
94285;EMEF RAUL DE LEONI;JACANA/TREMEMBE;MANDAQUI;51,14066391;2;3;3;4,7;5,3;4,4;4,1
94935;EMEF FRANKLIN AUGUSTO DE MOURA CAMPOS, PROF;JACANA/TREMEMBE;VILA MEDEIROS;50,08420158;2;3;3;4,8;5,3;4,9;4,3
95052;EMEF ANTONIO DE ALCANTARA MACHADO;IPIRANGA;SACOMA;51,0122731;2;3;3;6;5,3;5,5;4,9
95117;EMEF KENNEDY, PRES.;ITAQUERA;VILA FORMOSA;52,8671425;3;5;6;4,9;5,3;4,5;3,9
95281;EMEF NELSON PIMENTEL QUEIROZ, PROF.;SANTO AMARO;JABAQUARA;51,73762734;3;3;5;4,5;5,3;5,0;4,4
95290;EMEF JOAO CARLOS DA SILVA BORGES, PROF.;IPIRANGA;MOEMA;52,28236007;3;3;5;5,5;5,3;5,5;4,6
95371;EMEF CLEOMENES CAMPOS;IPIRANGA;SAO LUCAS;55,53448133;3;3;5;5,5;5,3;5,3;4,4
15121;EMEF JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.;PENHA;ARTUR ALVIM;51,5150223;2;3;3;5,2;5,4;5,0;3,9
19263;CEU EMEF CIDADE DUTRA;CAPELA DO SOCORRO;CIDADE DUTRA;52,66686277;3;3;5;5,9;5,4;5,3;4,6
19365;CEU EMEF ROSANGELA RODRIGUES VIEIRA, PROFA.;PENHA;CANGAIBA;50,39984615;2;6;4;5;5,4;5,5;3,9
93629;EMEF AURELIO ARROBAS MARTINS, PROF.;ITAQUERA;PARQUE DO CARM;50,24961414;2;3;3;5,3;5,4;5,2;4,8
93947;EMEF OTHELO FRANCO, GEN.;PENHA;TATUAPE;51,34743056;2;5;4;4,7;5,4;4,6;4,1
94510;EMEF HENRIQUE RAYMUNDO DYOTT FONTENELLE, BRIG.;PIRITUBA;JARAGUA;51,830958;3;3;5;5,1;5,4;4,4;4,1
94587;EMEF GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO, PROF.;PIRITUBA;SAO DOMINGOS;51,82007286;3;3;5;5,2;5,4;5,3;4,4
94901;EMEF EDSON RODRIGUES;JACANA/TREMEMBE;TUCURUVI;50,80316181;2;3;3;4,9;5,4;5,8;4,5
95079;EMEF FABIO DA SILVA PRADO, DR.;PENHA;MOOCA;51,58994506;2;5;4;4,5;5,4;4,9;5,1
95150;EMEF ROQUETTE PINTO;ITAQUERA;ARICANDUVA;51,31306462;2;5;4;5,2;5,4;4,4;3,9
95273;EMEF CACILDA BECKER;SANTO AMARO;JABAQUARA;51,53733825;2;6;4;5,2;5,4;5,1;4,4
95389;EMEF AUREA RIBEIRO XAVIER LOPES, PROFA.;IPIRANGA;SAO LUCAS;54,05366793;3;3;5;5;5,4;5,2;4,8
99228;EMEF JOAO PEDRO DE CARVALHO NETO, DR.;CAMPO LIMPO;CAPAO REDONDO;50,80055243;2;3;3;4,8;5,4;4,8;4,7
19233;EMEF EDGARD CARONE;PIRITUBA;ANHANGUERA;50,46320612;2;3;3;4,2;5,5;5,0;5,3
19278;CEU EMEF VILA CURUCA;SAO MIGUEL;VILA CURUCA;52,60880942;3;6;6;4,7;5,5;5,1;4,7
19439;EMEF ALDINA ANALIA AGOSTINHA TADDEO CONDE, PROFA;CAPELA DO SOCORRO;CIDADE DUTRA;50,4725081;2;3;3;5,6;5,5;4,4;4,3
93319;EMEF ALMEIDA JUNIOR, PROF.;CAPELA DO SOCORRO;SOCORRO;51,74311749;3;3;5;4,7;5,5;4,8;5,1
93980;EMEF FIRMINO TIBURCIO DA COSTA;PENHA;VILA MATILDE;51,82471635;3;3;5;4,7;5,5;4,8;4,5
95095;EMEF EMILIANO DI CAVALCANTI;PENHA;AGUA RASA;51,88993127;3;3;5;4,7;5,5;5,2;4,3
19397;EMEF GILMAR TACCOLA , PROF;ITAQUERA;CARRAO;53,05352181;3;3;5;5,3;5,6;5,3;4,7
93777;EMEF FERNANDO DE AZEVEDO, PROF.;SAO MIGUEL;VILA CURUCA;51,17834034;2;3;3;4,8;5,6;4,8;4,2
94421;EMEF LIBERATO BITTENCOURT, GEN.;PIRITUBA;PIRITUBA;53,57273639;3;3;5;5,1;5,6;5,0;4,3
94749;EMEF MARTIN FRANCISCO RIBEIRO DE ANDRADA;JACANA/TREMEMBE;TUCURUVI;52,1217635;3;3;5;5,7;5,6;5,1;4,8
95184;EMEF SERGIO MILLIET;ITAQUERA;ARICANDUVA;52,01819223;3;3;5;5;5,6;5,4;4,7
95303;EMEF MANOEL DE PAIVA, PE;IPIRANGA;VILA MARIANA;51,90771582;3;3;5;6,3;5,6;5,4;4,9
93149;EMEF OLAVO PEZZOTTI, PROF.;BUTANTA;PINHEIROS;53,52997959;3;3;5;5,4;5,7;5,2;4,3
93203;EMEF LAERTE RAMOS DE CARVALHO, PROF.;SANTO AMARO;CAMPO GRANDE;54,84651;3;3;5;5,1;5,7;5,6;5,2
93459;EMEF EDUARDO PRADO;ITAQUERA;CIDADE LIDER;53,72607481;3;3;5;5,6;5,7;5,2;4,8
94552;EMEF AMADEU MENDES, PROF.;PIRITUBA;SAO DOMINGOS;52,606693;3;3;5;5,6;5,7;5,3;4,6
94765;EMEF MAXIMO DE MOURA SANTOS, PROF.;JACANA/TREMEMBE;SANTANA;53,19285802;3;5;6;5,2;5,7;5,3;5,1
95109;EMEF LEONOR MENDES DE BARROS;PENHA;AGUA RASA;51,05770913;2;3;3;5,3;5,7;5,1;4,5
19303;CEU EMEF CASA BLANCA;CAMPO LIMPO;JARDIM SAO LUI;51,39210425;2;5;4;5,3;5,8;5,6;4,4
93912;EMEF CARLOS PASQUALE, PROF.;SAO MIGUEL;ITAIM PAULISTA;53,11803985;3;6;6;4,9;5,8;5,2;4,6
95125;EMEF BARTOLOMEU LOURENCO DE GUSMAO;ITAQUERA;CARRAO;54,33888998;3;3;5;5;5,8;4,6;5,3
93173;EMEF JOAQUIM CANDIDO DE AZEVEDO MARQUES, DES.;SANTO AMARO;SANTO AMARO;54,80434283;3;3;5;5,3;5,9;6,0;5,1
92690;EMEF AMORIM LIMA, DES.;BUTANTA;BUTANTA;57,80100339;3;3;5;5,9;6,1;5,1;4,8
108;EMEF JOSE ERMIRIO DE MORAES, SEN.;SAO MIGUEL;JARDIM HELENA;48,15145541;1;3;1;4,8;6,8;4,4;4,4
19194;EMEF PEDRO GERALDO SCHUNCK;CAPELA DO SOCORRO;PARELHEIROS;50,10713809;2;2;3;4,5;-;4,6;-
19196;EMEF LILIANE VERZINI SILVA, PROFA;SANTO AMARO;CIDADE ADEMAR;44,88525175;1;2;1;4,8;-;4,6;-
19321;EMEF LOURIVAL BRANDAO DOS SANTOS;CAPELA DO SOCORRO;GRAJAU;46,9362457;1;2;1;5,4;-;-;-
19447;EMEF JOEL FERNANDES DE SOUZA;GUAIANASES;CIDADE TIRADEN;48,7598232;1;2;1;4,1;-;4,0;-
19474;EMEF VARGEM GRANDE II;CAPELA DO SOCORRO;PARELHEIROS;47,8283123;1;2;1;5,9;-;-;-
19496;EMEF PLINIO MARCOS;CAPELA DO SOCORRO;PARELHEIROS;47,2417116;1;2;1;3;-;3,5;-
19526;EMEF DONATO SUSUMU KIMURA;CAMPO LIMPO;CAPAO REDONDO;48,01412351;1;1;1;4,6;-;-;-
19660;EMEF SETE PRAIAS;SANTO AMARO;PEDREIRA;45,82469921;1;2;1;4,4;-;-;-
19677;EMEF P FOM LICEU;;; - ; - ; - ; - ;5,4;-;-;-
19712;EMEF MARIA BERENICE DOS SANTOS, PROFA.;CAMPO LIMPO;JARDIM SAO LUI;47,96323311;1;2;1;5,1;-;-;-
